environment_steps,updates,mean_episode_returns,entropy,loss,actor_loss,value_loss,reward_std_mean,deliveries,block_rate,idle_rate,pickup_rate,deliveries_early,deliveries_mid,deliveries_late,block_early,block_mid,block_late
5000,1,0.10000000149011612,1.4343024492263794,-0.24104753136634827,-0.4355243444442749,0.38895362615585327,2.611029049148783e-05,0.10000000149011612,0.022499999031424522,0.2782999873161316,0.03009999915957451,0.0,0.10000000149011612,0.0,0.021536145359277725,0.01837349496781826,0.02752976305782795
10000,2,0.10000000149011612,1.4461785554885864,0.6757391095161438,0.18288050591945648,0.9857171773910522,0.0003876400296576321,0.10000000149011612,0.025599999353289604,0.29009997844696045,0.023149998858571053,0.0,0.0,0.10000000149011612,0.028765060007572174,0.026204820722341537,0.02187500149011612
15000,3,0.0,1.4598556756973267,0.18581533432006836,0.1195782944560051,0.13247406482696533,-0.0014210727531462908,0.0,0.034849997609853745,0.2264999896287918,0.022049998864531517,0.0,0.0,0.0,0.03268072381615639,0.03313253074884415,0.0386904776096344
20000,4,0.10000000149011612,1.4788721799850464,0.5830246210098267,-0.28410109877586365,1.7342514991760254,0.000507743563503027,0.10000000149011612,0.04494999721646309,0.24294999241828918,0.02070000022649765,0.0,0.10000000149011612,0.0,0.040662650018930435,0.04939759150147438,0.04479166865348816
25000,5,0.10000000149011612,1.4771236181259155,1.303326964378357,0.19974413514137268,2.2071657180786133,0.00044955406337976456,0.10000000149011612,0.06599999964237213,0.2342499941587448,0.01994999870657921,0.0,0.10000000149011612,0.0,0.04774096608161926,0.07530120760202408,0.07485119253396988
30000,6,0.0,1.4525078535079956,0.016008999198675156,-0.042848341166973114,0.11771468073129654,-0.0019086298998445272,0.0,0.08034999668598175,0.20274999737739563,0.014049999415874481,0.0,0.0,0.0,0.06822289526462555,0.09201807528734207,0.08080357313156128
35000,7,0.20000000298023224,1.4432475566864014,3.016083002090454,-0.14460214972496033,6.3213701248168945,0.003500443184748292,0.20000000298023224,0.08689999580383301,0.18124999105930328,0.017249999567866325,0.10000000149011612,0.0,0.10000000149011612,0.07861445844173431,0.08704819530248642,0.09494047611951828
40000,8,0.0,1.4337681531906128,0.2688058316707611,0.19309036433696747,0.15143094956874847,-0.002450543688610196,0.0,0.09984999895095825,0.1626499891281128,0.014699999243021011,0.0,0.0,0.0,0.09412650763988495,0.10798192769289017,0.0974702388048172
45000,9,0.0,1.4203585386276245,-0.031758807599544525,-0.09532831609249115,0.12713901698589325,-0.0023016100749373436,0.0,0.09724999964237213,0.1635499894618988,0.01209999993443489,0.0,0.0,0.0,0.08524096757173538,0.10105422139167786,0.10535714775323868
50000,10,0.0,1.417475938796997,0.053417496383190155,-0.0027118846774101257,0.11225876212120056,-0.00217691739089787,0.0,0.1078999936580658,0.1711999922990799,0.013899999670684338,0.0,0.0,0.0,0.10105422139167786,0.09849397838115692,0.12395834177732468
