environment_steps,updates,episode_returns_mean,entropy_mean,loss_mean,actor_loss_mean,value_loss_mean,reward_std_mean,deliveries_mean,block_rate_mean,idle_rate_mean,pickup_rate_mean,deliveries_early_mean,deliveries_mid_mean,deliveries_late_mean,block_early_mean,block_mid_mean,block_late_mean
17200000,3440,4.0,0.13578487932682037,25.691808700561523,-0.6954461932182312,52.77450942993164,0.04815268889069557,4.0,0.16939999163150787,0.0,0.024449998512864113,3.4000000953674316,0.6000000238418579,0.0,0.15361446142196655,0.1706325262784958,0.183779776096344
17205000,3441,3.0,0.13037754595279694,17.74563980102539,-0.3008051812648773,36.092891693115234,0.029340650886297226,3.0,0.1914999932050705,0.0,0.07109999656677246,2.4000000953674316,0.5,0.10000000149011612,0.21822290122509003,0.19608433544635773,0.16056548058986664
17210000,3442,3.5,0.11638227105140686,20.58124542236328,0.4357529282569885,40.290985107421875,0.03876595199108124,3.5,0.23234999179840088,0.0,0.02524999901652336,3.200000047683716,0.30000001192092896,0.0,0.18870481848716736,0.24201807379722595,0.2659226357936859
17215000,3443,3.1000001430511475,0.13706357777118683,17.9569034576416,-0.5923643708229065,37.09853744506836,0.03088408149778843,3.1000001430511475,0.16314999759197235,0.0,0.04254999756813049,3.1000001430511475,0.0,0.0,0.12665662169456482,0.17439758777618408,0.18809524178504944
17220000,3444,2.9000000953674316,0.10230464488267899,16.795495986938477,-0.05042681097984314,33.69184494018555,0.02727503888309002,2.9000000953674316,0.2179500013589859,0.0,0.07029999792575836,2.6000001430511475,0.30000001192092896,0.0,0.16340361535549164,0.22213855385780334,0.26770833134651184
17225000,3445,3.1000001430511475,0.1310674250125885,18.956422805786133,0.36106380820274353,37.19071960449219,0.03103303723037243,3.1000001430511475,0.17229999601840973,0.0,0.07079999893903732,2.9000000953674316,0.10000000149011612,0.10000000149011612,0.12319277226924896,0.16490964591503143,0.22812500596046448
17230000,3446,3.200000047683716,0.10565080493688583,18.47134017944336,-0.19392597675323486,37.33053207397461,0.032984357327222824,3.200000047683716,0.25165000557899475,0.0,0.041349999606609344,2.700000047683716,0.20000000298023224,0.30000001192092896,0.19171686470508575,0.27996987104415894,0.28288692235946655
17235000,3447,3.200000047683716,0.0910099595785141,17.217693328857422,0.2291473150253296,33.97709274291992,0.03286989778280258,3.200000047683716,0.14765000343322754,0.0,0.06149999797344208,2.700000047683716,0.5,0.0,0.19487951695919037,0.15210843086242676,0.09657738357782364
17240000,3448,3.200000047683716,0.10150811076164246,19.46230697631836,-0.4298647344112396,39.78434371948242,0.032980069518089294,3.200000047683716,0.16245000064373016,0.0,0.06515000015497208,2.9000000953674316,0.30000001192092896,0.0,0.14608433842658997,0.16430723667144775,0.17678572237491608
17245000,3449,3.0,0.08008483797311783,19.506315231323242,-0.03754656761884689,39.08772277832031,0.0289683248847723,3.0,0.17755000293254852,0.0,0.06949999928474426,2.9000000953674316,0.10000000149011612,0.0,0.15948794782161713,0.1745481938123703,0.19836309552192688
