environment_steps,updates,mean_episode_returns,entropy,loss,actor_loss,value_loss,reward_std_mean,deliveries,block_rate,idle_rate,pickup_rate,deliveries_early,deliveries_mid,deliveries_late,block_early,block_mid,block_late
4000,1,0.0,,nan,,,,0.0,,,,,,,,,
8000,2,0.0,,nan,,,,0.0,,,,,,,,,
12000,3,0.0,,nan,,,,0.0,,,,,,,,,
16000,4,0.25,,1.4500453472137451,,,,0.25,,,,,,,,,
20000,5,0.0,,0.8003257513046265,,,,0.0,,,,,,,,,
24000,6,0.0,,1.0617177486419678,,,,0.0,,,,,,,,,
28000,7,0.0,,0.726277768611908,,,,0.0,,,,,,,,,
32000,8,0.0,,0.4545983672142029,,,,0.0,,,,,,,,,
36000,9,0.0,,0.6361523866653442,,,,0.0,,,,,,,,,
40000,10,0.125,,0.9823205471038818,,,,0.125,,,,,,,,,
44000,11,0.0,,0.9685809016227722,,,,0.0,,,,,,,,,
48000,12,0.0,,0.4923853278160095,,,,0.0,,,,,,,,,
52000,13,0.0,,0.7587233781814575,,,,0.0,,,,,,,,,
56000,14,0.0,,0.31503212451934814,,,,0.0,,,,,,,,,
60000,15,0.0,,0.4315280020236969,,,,0.0,,,,,,,,,
64000,16,0.0,,0.6470186114311218,,,,0.0,,,,,,,,,
68000,17,0.0,,0.22952142357826233,,,,0.0,,,,,,,,,
72000,18,0.0,,0.5491171479225159,,,,0.0,,,,,,,,,
76000,19,0.0,,0.3995278477668762,,,,0.0,,,,,,,,,
80000,20,0.0,,0.9955240488052368,,,,0.0,,,,,,,,,
84000,21,0.0,,0.6621648073196411,,,,0.0,,,,,,,,,
88000,22,0.0,,0.4236688017845154,,,,0.0,,,,,,,,,
92000,23,0.0,,0.4316684901714325,,,,0.0,,,,,,,,,
96000,24,0.0,,0.6069024205207825,,,,0.0,,,,,,,,,
100000,25,0.0,,0.6065043210983276,,,,0.0,,,,,,,,,
104000,26,0.0,,0.5331376194953918,,,,0.0,,,,,,,,,
108000,27,0.0,,0.7395484447479248,,,,0.0,,,,,,,,,
112000,28,0.0,,0.6812747716903687,,,,0.0,,,,,,,,,
116000,29,0.0,,0.5227798223495483,,,,0.0,,,,,,,,,
120000,30,0.0,,0.32888031005859375,,,,0.0,,,,,,,,,
124000,31,0.0,,0.6843719482421875,,,,0.0,,,,,,,,,
128000,32,0.0,,0.2692870497703552,,,,0.0,,,,,,,,,
132000,33,0.0,,0.8996562957763672,,,,0.0,,,,,,,,,
136000,34,0.0,,0.41044172644615173,,,,0.0,,,,,,,,,
140000,35,0.0,,0.2114448845386505,,,,0.0,,,,,,,,,
144000,36,0.25,,0.48370450735092163,,,,0.25,,,,,,,,,
148000,37,0.0,,0.5998069643974304,,,,0.0,,,,,,,,,
152000,38,0.0,,0.501257061958313,,,,0.0,,,,,,,,,
156000,39,0.0,,0.6116794943809509,,,,0.0,,,,,,,,,
160000,40,0.0,,0.9492591619491577,,,,0.0,,,,,,,,,
164000,41,0.0,,0.6910495758056641,,,,0.0,,,,,,,,,
168000,42,0.0,,0.671252965927124,,,,0.0,,,,,,,,,
172000,43,0.0,,1.0116411447525024,,,,0.0,,,,,,,,,
176000,44,0.0,,0.2258419543504715,,,,0.0,,,,,,,,,
180000,45,0.0,,1.4176785945892334,,,,0.0,,,,,,,,,
184000,46,0.0,,0.5983449220657349,,,,0.0,,,,,,,,,
188000,47,0.0,,0.33202874660491943,,,,0.0,,,,,,,,,
192000,48,0.0,,0.5695757865905762,,,,0.0,,,,,,,,,
196000,49,0.0,,0.22052182257175446,,,,0.0,,,,,,,,,
200000,50,0.0,,0.6520037651062012,,,,0.0,,,,,,,,,
204000,51,0.0,,0.20733924210071564,,,,0.0,,,,,,,,,
208000,52,0.0,,0.5110090374946594,,,,0.0,,,,,,,,,
212000,53,0.0,,0.5877372622489929,,,,0.0,,,,,,,,,
216000,54,0.0,,0.48824119567871094,,,,0.0,,,,,,,,,
220000,55,0.0,,0.0032151462510228157,,,,0.0,,,,,,,,,
224000,56,0.0,,0.002876433776691556,,,,0.0,,,,,,,,,
228000,57,0.0,,0.6405930519104004,,,,0.0,,,,,,,,,
232000,58,0.0,,0.6649807691574097,,,,0.0,,,,,,,,,
236000,59,0.0,,0.1504572182893753,,,,0.0,,,,,,,,,
240000,60,0.0,,0.8741840720176697,,,,0.0,,,,,,,,,
244000,61,0.0,,1.2011263370513916,,,,0.0,,,,,,,,,
248000,62,0.0,,0.4875403642654419,,,,0.0,,,,,,,,,
252000,63,0.0,,0.16423268616199493,,,,0.0,,,,,,,,,
256000,64,0.0,,0.16822713613510132,,,,0.0,,,,,,,,,
260000,65,0.0,,0.25239813327789307,,,,0.0,,,,,,,,,
264000,66,0.0,,0.7352601885795593,,,,0.0,,,,,,,,,
268000,67,0.0,,0.4612237513065338,,,,0.0,,,,,,,,,
272000,68,0.0,,0.5077167749404907,,,,0.0,,,,,,,,,
276000,69,0.0,,0.40088412165641785,,,,0.0,,,,,,,,,
280000,70,0.0,,0.002076101489365101,,,,0.0,,,,,,,,,
284000,71,0.0,,0.3470991849899292,,,,0.0,,,,,,,,,
288000,72,0.0,,1.0080859661102295,,,,0.0,,,,,,,,,
292000,73,0.0,,0.7479779720306396,,,,0.0,,,,,,,,,
296000,74,0.0,,0.6330896019935608,,,,0.0,,,,,,,,,
300000,75,0.0,,0.5749508142471313,,,,0.0,,,,,,,,,
304000,76,0.0,,0.6011145710945129,,,,0.0,,,,,,,,,
308000,77,0.0,,0.7407612800598145,,,,0.0,,,,,,,,,
312000,78,0.0,,1.1016063690185547,,,,0.0,,,,,,,,,
316000,79,0.0,,0.0020941421389579773,,,,0.0,,,,,,,,,
320000,80,0.0,,0.35719335079193115,,,,0.0,,,,,,,,,
324000,81,0.0,,1.1527204513549805,,,,0.0,,,,,,,,,
328000,82,0.0,,0.20114468038082123,,,,0.0,,,,,,,,,
332000,83,0.0,,0.3706739842891693,,,,0.0,,,,,,,,,
