environment_steps,updates,mean_episode_returns,entropy,loss,actor_loss,value_loss,reward_std_mean,deliveries,block_rate,idle_rate,pickup_rate,deliveries_early,deliveries_mid,deliveries_late,block_early,block_mid,block_late
5000,1,0.10000000149011612,1.4453229904174805,0.01127651333808899,-0.17916657030582428,0.38088616728782654,0.00036377031938172877,0.10000000149011612,0.008999999612569809,0.25939998030662537,0.012299999594688416,0.0,0.10000000149011612,0.0,0.008734939619898796,0.007831325754523277,0.010416666977107525
10000,2,0.0,1.436042308807373,1.3306570053100586,1.1905375719070435,0.2802388072013855,-0.0009258584468625486,0.0,0.012999999336898327,0.21599999070167542,0.01269999984651804,0.0,0.0,0.0,0.011596385389566422,0.011897590942680836,0.01547619141638279
15000,3,0.0,1.383651852607727,0.21827474236488342,0.17052079737186432,0.0955078974366188,-0.0007105369586497545,0.0,0.014800000004470348,0.17229999601840973,0.00925000011920929,0.0,0.0,0.0,0.014457831159234047,0.013855421915650368,0.01607142947614193
20000,4,0.10000000149011612,1.36696457862854,0.24007296562194824,-0.6359696984291077,1.7520853281021118,0.0010500833159312606,0.10000000149011612,0.015549999661743641,0.1679999977350235,0.012849999591708183,0.10000000149011612,0.0,0.0,0.012349397875368595,0.015813253819942474,0.01845238171517849
25000,5,0.0,1.2936633825302124,-0.7682706117630005,-0.8761407732963562,0.21574032306671143,-0.001055561238899827,0.0,0.012249999679625034,0.13244999945163727,0.015650000423192978,0.0,0.0,0.0,0.012650602497160435,0.014759036712348461,0.00937500037252903
30000,6,0.0,1.3067293167114258,-0.500788688659668,-0.5719884634017944,0.14239953458309174,-0.0009543151827529073,0.0,0.015049999579787254,0.1301499903202057,0.011799999512732029,0.0,0.0,0.0,0.014608434401452541,0.014608434401452541,0.01592261902987957
35000,7,0.0,1.244120717048645,-0.0004629194736480713,-0.04304022714495659,0.08515461534261703,-0.0008775903261266649,0.0,0.012349999509751797,0.09690000116825104,0.015099999494850636,0.0,0.0,0.0,0.012198795564472675,0.013704819604754448,0.01116071455180645
40000,8,0.10000000149011612,1.2345997095108032,2.3679027557373047,0.49467021226882935,3.7464652061462402,0.002079872414469719,0.10000000149011612,0.01640000008046627,0.09559999406337738,0.0182499997317791,0.0,0.10000000149011612,0.0,0.021385543048381805,0.016716867685317993,0.01116071455180645
45000,9,0.10000000149011612,1.2302767038345337,2.7739908695220947,0.6758987307548523,4.196184158325195,0.001863463199697435,0.10000000149011612,0.009499999694526196,0.08410000056028366,0.01640000008046627,0.0,0.10000000149011612,0.0,0.00903614517301321,0.008283132687211037,0.01116071455180645
50000,10,0.20000000298023224,1.282637119293213,5.204728603363037,0.6283842921257019,9.152688980102539,0.00498035317286849,0.20000000298023224,0.013449999503791332,0.08919999748468399,0.017749998718500137,0.0,0.20000000298023224,0.0,0.0150602413341403,0.014909639023244381,0.010416666977107525
55000,11,0.20000000298023224,1.2763419151306152,5.432106971740723,0.32781997323036194,10.208574295043945,0.00485680066049099,0.20000000298023224,0.017749998718500137,0.07364999502897263,0.023349998518824577,0.0,0.20000000298023224,0.0,0.01852409727871418,0.01521084364503622,0.01949404925107956
60000,12,0.10000000149011612,1.3048824071884155,2.6875321865081787,-0.1523580104112625,5.67978048324585,0.00107042514719069,0.10000000149011612,0.019050000235438347,0.07474999874830246,0.024899998679757118,0.0,0.10000000149011612,0.0,0.016566265374422073,0.015662651509046555,0.02485119178891182
65000,13,0.0,1.3311890363693237,-0.47251713275909424,-0.5540944337844849,0.16315463185310364,-0.0028462696354836226,0.0,0.029099998995661736,0.07400000095367432,0.027549998834729195,0.0,0.0,0.0,0.03207831457257271,0.02590361423790455,0.02931547723710537
70000,14,0.0,1.3391484022140503,-0.5134697556495667,-0.5940173864364624,0.1610952913761139,-0.002738762414082885,0.0,0.0328500010073185,0.0669500008225441,0.025449998676776886,0.0,0.0,0.0,0.04457831382751465,0.027861446142196655,0.02619047649204731
75000,15,0.20000000298023224,1.3385968208312988,6.6898345947265625,-0.22300517559051514,13.825679779052734,0.00534770917147398,0.20000000298023224,0.032349999994039536,0.062449999153614044,0.025299999862909317,0.10000000149011612,0.10000000149011612,0.0,0.034487951546907425,0.03042168729007244,0.03214285895228386
80000,16,0.10000000149011612,1.3156124353408813,3.682124376296997,-0.09181990474462509,7.54788875579834,0.0011539228726178408,0.10000000149011612,0.03739999979734421,0.06399999558925629,0.03399999812245369,0.0,0.10000000149011612,0.0,0.039759036153554916,0.035240963101387024,0.0372023805975914
